level_0,level_1,level_2,level_3,v33,v76,v12,v68,v50,v7,v70,v55,v20,v24,v32,v97,v28,v99,v95,v42,v53,v85,v9,v84,v44,classlabel
h,g,22,83,t,2,29,a,t,140,0,229,7,u,4,56,t,q,t,1400000,2384,g,0,t,f,yes.
v,g,13,75,t,1,75,b,t,120,0,4,2,y,1,68,t,W,0,1200000,1000,p,1,f,t,yes.
h,g,41,0,t,0,125,a,t,455,0,204,23,y,3,2,t,q,0,4550000,1236,p,1,f,t,yes.
h,g,23,8,t,2,125,b,t,290,0,115,11,u,2,75,t,W,0,2900000,284,g,1,f,t,yes.
v,s,20,17,t,1,71,b,f,120,0,5625,0,u,1,84,f,W,0,1200000,0,g,1,f,t,yes.
v,g,50,8,t,2,29,a,t,156,0,1254,3,u,4,79,t,aa,0,1560000,0,g,1,f,t,yes.
h,g,27,0,t,4,25,b,t,312,0,75,3,u,3,48,t,c,t,3120000,150,g,1,f,t,yes.
v,g,38,17,t,2,5,b,t,520,0,10125,6,u,3,44,f,x,t,5200000,196,g,1,f,t,yes.
v,g,27,0,t,0,375,b,f,260,0,15,0,y,3,8,t,W,0,2600000,1065,p,1,f,t,yes.
h,g,41,17,t,7,0,b,t,320,0,404,8,u,4,81,f,cc,t,3200000,0,g,0,t,f,yes.
ff,g,65,17,t,0,0,a,t,0,0,14,11,u,4,49,t,ff,0,0,1400,g,1,f,t,yes.
v,g,23,25,t,2,375,b,t,0,0,15,3,u,1,12,t,q,0,0,582,g,1,f,t,yes.
v,g,21,83,t,0,29,b,t,121,0,11,6,u,1,31,f,x,0,1210000,0,g,0,t,f,yes.
v,g,26,0,t,1,75,b,f,280,0,1,0,u,3,22,t,q,0,2800000,0,g,0,t,f,yes.
v,g,31,67,t,1,335,b,t,303,0,83,8,u,3,74,t,x,t,3030000,3290,g,0,t,f,yes.
h,g,49,83,t,8,5,a,f,0,0,13585,0,u,3,38,t,k,0,0,0,g,1,f,t,yes.
bb,g,47,42,t,6,5,a,t,375,0,8,6,u,2,31,f,e,t,3750000,51100,g,1,f,t,yes.
bb,g,51,33,t,0,0,b,t,0,0,1,11,u,2,34,f,i,0,0,1249,g,0,t,f,yes.
v,g,18,92,t,0,75,a,t,88,0,9,2,u,4,33,f,aa,0,880000,591,g,1,f,t,yes.
v,s,28,42,t,0,835,a,f,280,0,35,0,u,4,64,f,W,f,2800000,0,g,0,t,f,yes.
v,g,56,75,t,1,25,b,t,200,0,1225,4,u,2,6,t,m,0,2000000,0,g,1,f,t,yes.
bb,g,58,42,t,10,0,a,t,0,0,21,13,u,3,5,f,i,0,0,6700,g,0,t,f,yes.
v,s,48,33,t,16,0,b,f,110,0,12,0,u,5,9,f,m,f,1100000,0,g,1,f,t,yes.
v,g,33,17,t,0,75,b,t,340,0,1,7,u,3,95,t,x,0,3400000,4071,g,0,t,f,yes.
v,g,22,42,t,2,585,a,t,129,0,5665,7,u,2,36,f,q,t,1290000,3257,g,0,t,f,yes.
v,g,18,83,t,0,85,a,f,100,0,954,0,u,2,99,f,aa,0,1000000,0,g,0,t,f,yes.
v,g,48,58,t,0,25,b,t,380,0,205,11,y,3,72,f,k,0,3800000,2732,p,0,t,f,yes.
h,g,26,75,t,1,25,b,f,0,0,1125,0,u,2,25,f,x,f,0,5298,g,0,t,f,yes.
h,g,64,8,t,17,5,b,t,0,0,2,9,u,4,14,t,x,t,0,1000,g,1,f,t,yes.
v,g,20,17,t,1,665,b,t,40,0,925,3,u,2,95,t,c,0,400000,28,g,0,t,f,yes.
v,g,25,67,t,1,21,b,t,140,0,125,67,u,3,3,t,cc,0,1400000,258,g,0,t,f,yes.
h,g,22,67,t,1,335,b,f,100,0,105,0,u,3,87,f,q,0,1000000,0,g,0,t,f,yes.
v,g,31,33,t,7,0,b,t,0,0,195,16,u,1,87,f,c,t,0,5000,g,0,t,f,yes.
v,g,56,42,t,28,5,b,t,0,0,28,40,y,4,73,f,c,t,0,15,p,1,f,t,yes.
v,g,24,75,t,1,5,a,t,120,0,125,12,u,4,68,t,aa,0,1200000,567,g,0,t,f,yes.
h,g,24,8,t,1,25,a,t,0,0,5,1,u,2,69,f,q,0,0,678,g,0,t,f,yes.
v,g,28,33,t,11,0,b,f,70,0,5,0,u,1,47,t,W,f,700000,0,g,0,t,f,yes.
h,g,26,92,t,5,0,a,t,0,0,135,2,u,2,75,f,q,0,0,5000,g,1,f,t,yes.
v,g,27,67,t,5,75,b,f,487,0,1375,0,u,1,98,t,W,0,4870000,500,g,0,t,f,yes.
v,g,38,67,t,0,85,b,f,280,0,21,0,u,3,28,t,k,f,2800000,0,g,1,f,t,yes.
v,g,32,17,t,1,85,a,t,120,0,146,16,u,3,73,f,W,0,1200000,2079,g,1,f,t,yes.
h,g,32,67,t,5,5,b,t,408,0,55,12,u,4,64,t,q,t,4080000,1000,g,0,t,f,yes.
h,g,48,75,t,12,5,b,t,181,0,85,9,u,4,97,f,c,t,1810000,1655,g,0,t,f,yes.
v,g,21,0,t,2,25,b,t,80,0,479,1,y,1,39,t,W,0,800000,300,p,1,f,t,yes.
h,g,48,17,t,15,5,b,t,0,0,7625,12,u,4,1,f,W,0,0,790,g,0,t,f,yes.
h,g,39,33,t,10,0,b,t,399,0,5875,14,u,5,3,t,cc,t,3990000,0,g,1,f,t,yes.
v,g,25,8,t,0,25,a,f,370,0,254,0,y,3,67,t,aa,0,3700000,0,p,0,t,f,yes.
bb,g,23,25,t,0,25,b,f,160,0,4,0,u,3,71,t,c,0,1600000,0,g,1,f,t,yes.
v,g,30,67,t,2,0,a,t,220,0,12,1,u,3,76,f,c,0,2200000,19,g,0,t,f,yes.
v,g,20,8,t,1,0,0,t,240,0,125,1,u,2,42,f,q,t,2400000,768,g,1,f,f,yes.
h,g,36,67,t,9,0,b,f,102,0,325,0,u,4,19,t,q,0,1020000,639,g,1,f,t,yes.
h,g,23,17,t,0,46,b,t,100,0,11125,1,u,2,34,f,x,t,1000000,0,g,1,f,t,yes.
h,g,15,83,t,1,5,a,t,100,0,585,2,u,4,25,f,c,t,1000000,0,g,1,f,t,yes.
v,g,16,8,t,1,75,b,t,352,0,75,5,u,2,61,t,c,t,3520000,690,g,1,f,t,yes.
bb,g,47,0,t,5,165,a,t,0,0,13,9,u,2,83,t,i,t,0,0,g,0,t,f,yes.
bb,s,21,25,t,0,5,a,t,80,0,2335,4,u,2,87,f,i,0,800000,0,g,1,f,t,yes.
z,g,65,42,t,20,0,b,t,22,0,11,7,u,2,2,t,e,0,220000,0,g,0,t,f,yes.
v,g,20,5,t,2,0,b,t,200,0,2415,11,u,2,86,t,c,0,2000000,3000,g,0,t,f,yes.
ff,g,55,92,t,5,0,b,t,0,0,115,5,u,2,11,f,ff,0,0,8851,g,1,f,t,yes.
v,g,34,92,t,0,0,b,f,239,0,25,0,u,3,45,t,W,f,2390000,200,g,1,f,t,yes.
bb,g,56,58,t,15,0,b,t,0,0,185,17,u,4,35,t,d,t,0,0,g,0,t,f,yes.
v,g,25,17,t,1,0,b,t,0,0,6,3,u,2,75,f,c,0,0,0,g,1,f,t,yes.
v,g,25,8,t,1,665,b,t,395,0,171,1,u,5,25,t,x,0,3950000,20,g,0,t,f,yes.
v,g,57,83,t,14,0,b,t,360,0,704,6,u,3,33,t,m,0,3600000,1332,g,1,f,t,yes.
h,g,34,92,t,7,5,b,t,0,0,5,6,u,3,28,t,x,0,0,1000,g,1,f,t,yes.
v,g,33,58,t,4,25,b,t,204,0,275,6,u,5,6,f,m,0,2040000,0,g,1,f,t,yes.
v,g,22,92,t,0,4,a,f,80,0,11585,0,u,3,65,f,cc,0,800000,1349,g,0,t,f,yes.
h,g,24,5,t,1,5,a,f,280,0,5,0,u,4,6,f,q,0,2800000,824,g,0,t,f,yes.
dd,g,20,25,t,0,0,b,f,0,0,996,0,u,4,44,f,e,0,0,0,g,1,f,t,yes.
v,g,18,5,t,1,5,b,t,120,0,2,2,u,3,41,f,i,0,1200000,300,g,0,t,f,yes.
v,g,25,17,t,0,625,b,t,0,0,35,7,u,3,93,f,cc,t,0,7059,g,0,t,f,yes.
h,g,44,33,t,5,0,b,f,320,0,5,0,u,2,53,t,i,0,3200000,0,g,1,f,t,yes.
v,g,18,8,t,0,5,b,f,80,0,55,0,u,2,1,f,k,0,800000,0,g,0,t,f,yes.
v,g,60,58,t,11,0,a,f,21,0,165,0,u,3,4,t,q,0,210000,10561,g,0,t,f,yes.
bb,g,41,5,t,3,5,b,f,216,0,154,0,u,4,22,f,i,0,2160000,0,g,1,f,f,yes.
h,g,25,75,t,0,875,a,f,491,0,5,0,u,2,68,t,c,0,4910000,0,g,0,t,f,yes.
v,g,29,25,t,5,4,b,t,168,0,1479,5,u,3,8,t,aa,t,1680000,0,g,1,f,t,yes.
v,g,31,67,t,3,0,b,t,250,0,16165,9,u,3,14,f,d,t,2500000,730,g,1,f,t,yes.
ff,g,60,8,t,18,0,b,t,0,0,145,15,u,3,25,t,ff,t,0,1000,g,0,t,f,yes.
v,g,22,33,t,2,0,b,t,80,0,11,1,u,3,31,f,W,0,800000,278,g,1,f,t,yes.
bb,g,40,0,t,3,5,b,t,0,0,65,1,u,5,33,f,aa,0,0,500,g,0,t,f,yes.
h,g,35,17,t,1,625,b,t,515,0,25125,1,u,4,82,t,x,0,5150000,500,g,1,f,t,yes.
h,g,20,75,t,0,335,a,t,80,0,10335,1,u,3,63,t,cc,t,800000,50,g,0,t,f,yes.
v,g,32,8,t,2,5,b,f,360,0,4,0,u,3,63,t,m,0,3600000,0,g,1,f,t,yes.
h,g,23,92,t,1,875,b,t,200,0,15,6,u,2,73,f,d,t,2000000,327,g,0,t,f,yes.
v,g,23,25,t,3,17,a,t,120,0,5875,10,u,4,0,f,q,0,1200000,245,g,0,t,f,yes.
h,g,46,67,t,0,415,a,t,440,0,46,11,u,3,6,t,cc,0,4400000,6,g,0,t,f,yes.
h,g,25,0,t,3,5,a,t,400,0,1233,6,u,3,51,f,cc,t,4000000,458,g,0,t,f,yes.
v,g,25,5,t,0,25,b,t,260,0,375,3,u,2,6,f,m,t,2600000,15108,g,1,f,t,yes.
v,g,18,75,t,2,71,a,t,0,0,75,5,u,3,21,f,q,t,0,26726,g,1,f,t,yes.
v,g,23,5,t,8,5,a,t,120,0,9,5,u,3,83,t,q,t,1200000,0,g,0,t,f,yes.
v,g,34,17,t,4,5,b,t,0,0,917,12,u,2,8,t,c,0,0,221,g,1,f,t,yes.
v,g,27,83,t,3,75,b,t,100,0,154,5,u,3,3,t,W,0,1000000,3,g,0,t,f,yes.
v,g,36,75,t,5,0,a,f,0,0,5125,0,u,2,67,t,e,f,0,4000,g,0,t,f,yes.
h,g,47,25,t,2,75,a,t,333,0,75,1,u,4,72,f,q,0,3330000,892,g,0,t,f,yes.
v,g,33,67,t,0,375,a,f,300,0,375,0,u,3,73,f,cc,0,3000000,44,g,0,f,f,yes.
h,g,33,17,t,6,5,b,f,164,0,104,0,u,2,52,t,r,0,1640000,31285,g,0,t,f,yes.
h,g,25,0,t,1,4,a,f,160,0,875,0,u,3,48,t,x,f,1600000,5860,g,0,t,f,yes.
v,g,26,67,t,1,0,b,t,160,0,175,5,y,3,95,t,c,0,1600000,5777,p,0,t,f,yes.
v,g,48,5,t,0,125,b,f,225,0,425,0,u,2,19,t,m,0,2250000,0,g,1,f,t,yes.
v,g,37,42,t,0,4,b,f,400,0,204,0,u,2,66,t,W,0,4000000,5800,g,0,t,f,yes.
n,g,18,0,t,0,21,b,f,200,0,165,0,u,3,3,f,q,f,2000000,40,g,1,f,f,yes.
ff,g,56,5,t,0,0,a,t,0,0,16,15,u,2,33,f,j,t,0,247,g,1,f,t,yes.
v,g,25,75,t,1,46,b,t,312,0,5,5,u,1,67,t,c,t,3120000,0,g,0,t,f,yes.
v,g,22,58,t,0,415,a,t,0,0,1075,5,u,2,36,t,q,0,0,560,g,0,t,f,yes.
h,g,33,17,t,2,4,b,t,180,0,304,1,y,5,31,t,c,t,1800000,18027,p,1,f,t,yes.
h,g,32,0,t,0,4,b,f,393,0,175,0,y,2,69,t,e,0,3930000,0,p,0,t,f,yes.
h,g,40,83,t,1,75,a,f,29,0,1,0,u,5,32,f,q,0,290000,837,g,0,t,f,yes.
v,g,59,67,t,0,125,b,f,260,0,154,0,u,1,52,t,q,f,2600000,0,g,0,t,f,yes.
v,g,42,5,t,3,165,b,f,52,0,4915,0,y,2,7,t,W,0,520000,1442,p,0,t,f,yes.
z,g,28,8,t,0,0,a,f,0,0,15,0,y,3,47,f,e,0,0,13212,p,1,f,t,yes.
v,g,37,75,t,0,125,a,f,228,0,55,0,u,3,13,t,q,f,2280000,0,g,0,t,f,yes.
v,g,53,92,t,8,665,b,t,0,0,9625,5,u,4,69,f,e,0,0,0,g,1,f,t,yes.
bb,g,47,67,t,15,0,b,t,0,0,29,20,u,3,59,f,c,t,0,15000,g,0,t,f,yes.
v,s,23,25,t,0,835,b,f,300,0,1,0,u,3,54,f,c,f,3000000,0,g,1,f,t,yes.
h,g,22,67,t,2,585,b,f,0,0,254,0,y,3,6,f,c,f,0,0,p,0,t,f,yes.
ff,g,54,58,t,14,415,b,t,30,0,9415,11,u,2,89,t,ff,0,300000,300,g,1,f,t,yes.
h,g,34,25,t,7,415,b,f,0,0,3,0,u,3,82,t,cc,0,0,0,g,0,t,f,yes.
v,g,27,58,t,2,0,b,t,370,0,204,3,y,5,19,t,aa,0,3700000,560,p,1,f,t,yes.
v,g,60,92,t,4,0,a,t,0,0,5,4,u,2,48,f,aa,t,0,99,g,1,f,t,yes.
v,g,47,42,t,13,875,a,t,519,0,3,2,u,3,14,t,x,0,5190000,1704,g,0,t,f,yes.
h,g,37,33,t,4,25,b,t,93,0,65,12,u,3,79,t,m,0,930000,0,g,0,t,f,yes.
v,g,20,42,t,1,585,a,t,0,0,835,1,u,2,21,f,q,t,0,0,g,0,t,f,yes.
v,g,44,17,t,7,375,a,t,0,0,6665,3,u,2,22,t,q,t,0,0,g,0,t,f,yes.
n,g,34,75,t,5,375,b,t,0,0,15,9,u,3,6,t,r,0,0,134,g,1,f,t,yes.
v,s,20,5,t,2,5,b,f,40,0,1,0,y,2,0,f,c,0,400000,0,p,0,t,f,yes.
j,s,22,67,t,2,25,b,f,0,0,165,0,u,5,24,t,c,0,0,0,g,0,f,f,yes.
h,g,22,8,t,2,165,b,f,128,0,83,0,u,3,74,t,c,0,1280000,0,g,0,f,f,yes.
v,s,42,83,t,4,58,b,f,0,0,4625,0,u,4,43,f,q,0,0,0,g,0,t,f,yes.
v,g,18,92,t,1,0,a,t,80,0,925,4,y,4,54,t,c,t,800000,500,p,1,f,t,yes.
v,g,20,67,t,0,165,a,t,100,0,3,3,u,3,37,f,q,0,1000000,6,g,1,f,t,yes.
v,g,32,33,t,0,4,a,f,440,0,54,0,u,3,6,f,cc,f,4400000,11177,g,1,f,t,yes.
h,g,28,92,t,5,335,b,t,0,0,15,11,u,3,13,f,c,0,0,2283,g,1,f,t,yes.
v,g,52,83,t,5,5,a,t,0,0,15,14,u,2,6,f,c,0,0,2200,g,0,t,f,yes.
v,g,20,67,t,2,85,a,t,220,0,1835,5,u,3,9,f,q,0,2200000,2503,g,1,f,t,yes.
bb,g,36,25,t,2,5,b,t,0,0,5,6,u,3,86,f,c,0,0,367,g,1,f,t,yes.
h,g,20,33,t,1,0,a,t,50,0,1,4,u,4,5,f,c,0,500000,1465,g,1,f,t,yes.
bb,g,25,75,t,0,25,b,f,349,0,75,0,u,2,87,f,c,f,3490000,23,g,1,f,t,yes.
v,g,28,17,t,0,585,a,t,80,0,375,4,u,3,59,f,q,t,800000,0,g,0,t,f,yes.
v,g,23,92,t,0,165,b,f,100,0,665,0,u,0,85,f,c,0,1000000,0,g,1,f,f,yes.
v,g,20,75,t,0,71,a,t,49,0,1025,2,u,2,6,t,q,t,490000,0,g,0,t,f,yes.
v,g,45,83,t,5,0,a,t,0,0,105,7,u,4,46,t,q,t,0,0,g,0,t,f,yes.
v,g,39,0,t,3,5,b,t,0,0,5,10,u,3,83,t,cc,t,0,0,g,0,t,f,yes.
v,g,22,8,t,0,665,b,f,100,0,11,0,u,2,4,f,cc,0,1000000,0,g,1,f,t,yes.
v,g,28,25,t,4,75,b,t,420,0,5125,2,u,3,88,f,x,0,4200000,7,g,1,f,t,yes.
h,g,18,83,t,3,0,a,f,240,0,4415,0,y,2,29,f,c,f,2400000,0,p,0,t,f,yes.
v,g,28,67,t,2,5,a,t,300,0,104,5,u,4,36,t,c,0,3000000,1430,g,0,t,f,yes.
v,g,22,5,t,2,46,a,f,164,0,846,0,y,3,2,f,x,f,1640000,0,p,1,f,f,yes.
v,g,0,0,t,6,5,b,f,0,0,105,0,u,2,5,f,x,f,0,0,g,1,f,t,yes.
h,g,28,5,t,2,54,a,t,70,0,304,1,y,1,54,f,x,0,700000,0,p,0,t,f,yes.
v,g,19,17,t,1,5,b,f,120,0,95,0,u,1,91,f,W,0,1200000,2206,g,1,f,t,yes.
v,g,21,5,t,2,5,a,t,80,0,6,3,u,5,26,f,aa,t,800000,918,g,0,t,f,yes.
o,p,17,5,t,0,0,b,f,450,0,22,0,l,3,62,t,ff,f,4500000,100000,gg,1,f,f,yes.
v,g,26,67,t,5,25,b,t,211,0,271,1,y,3,22,f,cc,0,2110000,0,p,0,t,f,yes.
bb,g,34,42,t,3,25,b,t,274,0,425,2,u,5,31,f,i,t,2740000,610,g,0,t,f,yes.
ff,g,73,42,t,0,0,b,f,0,0,1775,0,u,3,77,t,ff,f,0,0,g,1,f,t,yes.
h,g,23,0,t,0,5,a,t,300,0,1175,2,u,4,11,t,x,0,3000000,551,g,0,t,f,yes.
v,g,23,8,t,1,85,b,t,60,0,25,11,u,3,59,t,c,0,600000,2184,g,0,t,f,yes.
h,g,19,42,t,1,46,b,t,80,0,65,7,u,1,65,f,W,t,800000,2954,g,0,t,f,yes.
v,g,23,33,t,0,835,b,f,160,0,11625,0,y,2,4,t,W,0,1600000,300,p,1,f,t,yes.
h,g,42,17,t,12,75,b,f,92,0,504,0,u,2,72,t,q,0,920000,0,g,1,f,t,yes.
v,g,21,25,t,1,5,b,f,150,0,15,0,u,1,99,f,W,0,1500000,8,g,0,f,f,yes.
v,g,34,17,t,0,85,b,f,290,0,525,0,u,4,15,t,W,0,2900000,6,g,1,f,f,yes.
v,g,47,75,t,7,875,a,t,0,0,8,6,u,3,38,t,c,t,0,1260,g,0,t,f,yes.
v,g,44,33,t,2,5,a,f,0,0,0,0,u,3,28,f,c,0,0,0,g,0,t,f,yes.
bb,g,39,5,t,6,5,b,t,117,0,425,16,u,3,83,f,c,t,1170000,1210,g,0,t,f,yes.
v,g,41,17,t,0,5,a,t,145,0,65,3,u,3,81,t,q,0,1450000,0,g,1,f,t,yes.
h,g,29,92,t,4,335,b,f,260,0,1835,0,u,2,8,f,c,f,2600000,200,g,0,t,f,yes.
v,g,35,17,t,4,5,b,t,150,0,25,7,u,2,87,f,k,t,1500000,1270,g,1,f,t,yes.
h,g,19,17,t,0,75,a,t,96,0,8585,7,u,3,59,f,cc,0,960000,0,g,0,t,f,yes.
v,g,52,5,t,6,29,b,t,0,0,65,15,u,3,13,f,k,t,0,11202,g,0,t,f,yes.
v,g,39,92,t,0,4,b,t,200,0,621,1,u,4,19,f,q,t,2000000,300,g,0,t,f,yes.
v,g,21,33,t,3,0,b,f,0,0,105,0,u,4,66,t,c,0,0,0,g,1,f,t,yes.
v,g,35,75,t,0,75,a,t,0,0,915,4,u,1,78,f,aa,t,0,1583,g,0,t,f,yes.
z,g,67,75,t,13,0,b,t,0,0,55,1,u,1,83,t,e,t,0,0,g,1,f,t,yes.
h,g,32,67,t,5,25,b,f,154,0,9,0,y,5,69,t,W,f,1540000,0,p,0,t,f,yes.
bb,g,49,5,t,7,585,b,t,0,0,7585,15,u,3,83,t,i,t,0,5000,g,1,f,t,yes.
v,g,21,0,t,1,85,b,t,160,0,3,8,y,2,38,t,d,t,1600000,1,p,1,f,t,yes.
v,g,28,25,t,0,96,b,t,396,0,875,3,u,2,74,t,m,t,3960000,0,g,0,t,f,yes.
v,g,34,17,t,1,54,b,t,520,0,154,1,u,4,14,t,cc,0,5200000,50000,g,1,f,t,yes.
h,g,31,92,t,6,4,b,t,311,0,446,3,u,3,73,f,cc,0,3110000,300,g,1,f,t,yes.
v,g,29,5,t,0,54,a,t,380,0,46,4,u,1,6,f,k,0,3800000,500,g,1,f,t,yes.
v,g,23,17,t,0,85,b,f,0,0,0,0,u,1,77,f,cc,f,0,0,g,1,f,t,yes.
ff,s,18,8,t,10,0,a,f,300,0,375,0,l,2,55,t,cc,f,3000000,0,gg,1,f,f,yes.
h,g,24,75,t,1,835,a,t,0,0,3,19,u,3,9,f,q,0,0,500,g,1,f,t,yes.
v,g,20,83,t,0,4,a,f,100,0,3,0,u,6,1,f,aa,f,1000000,0,g,0,t,f,yes.
h,g,28,0,t,4,165,b,t,181,0,2,2,u,3,13,t,k,0,1810000,0,g,0,t,f,yes.
v,g,20,42,t,2,25,b,t,100,0,1835,1,u,4,9,f,c,0,1000000,150,g,0,t,f,yes.
h,g,28,67,t,5,665,b,t,381,0,9335,6,u,3,52,f,q,t,3810000,168,g,0,t,f,yes.
v,g,21,92,t,0,4,b,t,840,0,54,1,y,2,74,t,x,t,8400000,59,p,0,t,f,yes.
h,g,43,25,t,6,0,b,t,80,0,3,11,u,5,36,f,q,0,800000,0,g,1,f,t,yes.
v,g,20,42,t,1,625,b,t,200,0,7,3,u,2,39,f,c,0,2000000,1391,g,0,t,f,yes.
h,g,42,0,t,5,125,b,f,400,0,205,0,u,2,78,f,i,0,4000000,0,g,0,t,f,yes.
v,g,23,42,t,1,5,a,t,80,0,79,2,y,2,71,t,q,0,800000,400,p,0,t,f,yes.
h,g,25,17,t,0,875,a,f,360,0,2875,0,u,2,58,f,x,0,3600000,0,g,1,f,t,yes.
v,g,24,83,t,2,25,b,t,0,0,275,6,u,2,35,f,c,0,0,600,g,1,f,t,yes.
bb,g,24,5,t,4,75,0,t,73,0,1275,2,u,1,58,f,c,0,730000,444,g,1,f,t,yes.
v,g,37,5,t,1,5,b,f,431,0,1125,0,y,4,2,t,d,0,4310000,0,p,0,f,f,yes.
v,g,36,75,t,1,5,b,f,232,0,125,0,y,3,37,t,c,f,2320000,113,p,0,f,f,yes.
bb,g,28,25,t,1,5,b,t,144,0,504,8,y,1,93,t,c,t,1440000,7,p,1,f,t,yes.
h,g,32,75,t,5,5,b,t,0,0,15,3,u,5,12,t,cc,t,0,0,g,1,f,t,yes.
h,g,17,83,t,1,0,a,t,0,0,11,11,u,1,99,f,x,0,0,3000,g,0,t,f,yes.
h,g,22,83,t,2,29,a,t,140,0,229,7,u,1,59,t,q,t,1400000,2384,g,0,t,f,yes.
v,g,13,75,t,1,75,b,t,120,0,4,2,y,3,6,t,W,0,1200000,1000,p,1,f,t,yes.
h,g,41,0,t,0,125,a,t,455,0,204,23,y,3,24,t,q,0,4550000,1236,p,1,f,t,yes.
h,g,23,8,t,2,125,b,t,290,0,115,11,u,3,45,t,W,0,2900000,284,g,0,t,f,yes.
v,s,20,17,t,1,71,b,f,120,0,5625,0,u,4,53,f,W,0,1200000,0,g,0,t,f,yes.
v,g,50,8,t,2,29,a,t,156,0,1254,3,u,3,66,t,aa,0,1560000,0,g,1,f,t,yes.
h,g,27,0,t,4,25,b,t,312,0,75,3,u,3,8,t,c,t,3120000,150,g,1,f,t,yes.
v,g,38,17,t,2,5,b,t,520,0,10125,6,u,5,87,f,x,t,5200000,196,g,0,t,f,yes.
v,g,27,0,t,0,375,b,f,260,0,15,0,y,4,5,t,W,0,2600000,1065,p,0,t,f,yes.
h,g,41,17,t,7,0,b,t,320,0,404,8,u,2,3,f,cc,t,3200000,0,g,1,f,t,yes.
ff,g,65,17,t,0,0,a,t,0,0,14,11,u,4,19,t,ff,0,0,1400,g,0,t,f,yes.
v,g,23,25,t,2,375,b,t,0,0,15,3,u,3,65,t,q,0,0,582,g,1,f,t,yes.
v,g,21,83,t,0,29,b,t,121,0,11,6,u,1,99,f,x,0,1210000,0,g,1,f,t,yes.
v,g,26,0,t,1,75,b,f,280,0,1,0,u,0,79,t,q,0,2800000,0,g,0,t,f,yes.
v,g,31,67,t,1,335,b,t,303,0,83,8,u,2,2,t,x,t,3030000,3290,g,0,t,f,yes.
h,g,49,83,t,8,5,a,f,0,0,13585,0,u,4,62,t,k,0,0,0,g,1,f,t,yes.
bb,g,47,42,t,6,5,a,t,375,0,8,6,u,4,1,f,e,t,3750000,51100,g,0,t,f,yes.
bb,g,51,33,t,0,0,b,t,0,0,1,11,u,4,35,f,i,0,0,1249,g,1,f,t,yes.
v,g,18,92,t,0,75,a,t,88,0,9,2,u,2,6,f,aa,0,880000,591,g,1,f,t,yes.
v,s,28,42,t,0,835,a,f,280,0,35,0,u,4,3,f,W,f,2800000,0,g,0,t,f,yes.
v,g,56,75,t,1,25,b,t,200,0,1225,4,u,3,94,t,m,0,2000000,0,g,1,f,t,yes.
bb,g,58,42,t,10,0,a,t,0,0,21,13,u,1,93,f,i,0,0,6700,g,1,f,t,yes.
v,s,48,33,t,16,0,b,f,110,0,12,0,u,3,43,f,m,f,1100000,0,g,1,f,t,yes.
v,g,33,17,t,0,75,b,t,340,0,1,7,u,4,73,t,x,0,3400000,4071,g,0,t,f,yes.
v,g,22,42,t,2,585,a,t,129,0,5665,7,u,3,75,f,q,t,1290000,3257,g,0,t,f,yes.
v,g,18,83,t,0,85,a,f,100,0,954,0,u,2,8,f,aa,0,1000000,0,g,1,f,t,yes.
v,g,48,58,t,0,25,b,t,380,0,205,11,y,3,83,f,k,0,3800000,2732,p,0,t,f,yes.
h,g,26,75,t,1,25,b,f,0,0,1125,0,u,2,3,f,x,f,0,5298,g,1,f,t,yes.
h,g,64,8,t,17,5,b,t,0,0,2,9,u,2,87,t,x,t,0,1000,g,1,f,t,yes.
v,g,20,17,t,1,665,b,t,40,0,925,3,u,3,56,t,c,0,400000,28,g,1,f,t,yes.
v,g,25,67,t,1,21,b,t,140,0,125,67,u,2,89,t,cc,0,1400000,258,g,0,t,f,yes.
h,g,22,67,t,1,335,b,f,100,0,105,0,u,3,79,f,q,0,1000000,0,g,1,f,t,yes.
v,g,31,33,t,7,0,b,t,0,0,195,16,u,3,3,f,c,t,0,5000,g,0,t,f,yes.
v,g,56,42,t,28,5,b,t,0,0,28,40,y,3,97,f,c,t,0,15,p,1,f,t,yes.
v,g,24,75,t,1,5,a,t,120,0,125,12,u,2,13,t,aa,0,1200000,567,g,0,t,f,yes.
h,g,24,8,t,1,25,a,t,0,0,5,1,u,4,36,f,q,0,0,678,g,1,f,t,yes.
v,g,28,33,t,11,0,b,f,70,0,5,0,u,1,92,t,W,f,700000,0,g,1,f,t,yes.
h,g,26,92,t,5,0,a,t,0,0,135,2,u,3,52,f,q,0,0,5000,g,0,t,f,yes.
v,g,27,67,t,5,75,b,f,487,0,1375,0,u,2,72,t,W,0,4870000,500,g,0,t,f,yes.
v,g,38,67,t,0,85,b,f,280,0,21,0,u,2,17,t,k,f,2800000,0,g,0,t,f,yes.
v,g,32,17,t,1,85,a,t,120,0,146,16,u,3,78,f,W,0,1200000,2079,g,1,f,t,yes.
h,g,32,67,t,5,5,b,t,408,0,55,12,u,4,5,t,q,t,4080000,1000,g,0,t,f,yes.
h,g,48,75,t,12,5,b,t,181,0,85,9,u,3,73,f,c,t,1810000,1655,g,1,f,t,yes.
v,g,21,0,t,2,25,b,t,80,0,479,1,y,1,86,t,W,0,800000,300,p,0,t,f,yes.
h,g,48,17,t,15,5,b,t,0,0,7625,12,u,3,3,f,W,0,0,790,g,0,t,f,yes.
